flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,terminal,aircraft_type,scheduled_time,scheduled_min,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,actual_time
2024-07-16,F0089,DL,1182,N707TW,ARR,SFO,JFK,T4,narrow,07:30,450,447.0,5.0,442.0,-3.0,2586.0,
2024-07-16,F0090,DL,1422,N314DN,DEP,JFK,FLL,T4,narrow,07:30,450,457.0,22.0,479.0,7.0,1069.0,07:37
2024-07-16,F0091,B6,2015,N944JT,DEP,JFK,SFO,T5,narrow,07:30,450,457.0,20.0,477.0,7.0,2586.0,07:37
2024-07-16,F0092,B6,508,N258JB,DEP,JFK,PWM,T5,narrow,07:30,450,445.0,24.0,469.0,-5.0,273.0,07:25
2024-07-16,F0093,B6,746,N552JB,ARR,PSE,JFK,T5,narrow,07:30,450,457.0,15.0,442.0,7.0,1617.0,
2024-07-16,F0094,DL,2018,N3746H,DEP,JFK,PBI,T4,narrow,07:30,450,449.0,18.0,467.0,-1.0,1028.0,07:29
2024-07-16,F0095,9E,5080,N336PQ,DEP,JFK,DTW,T4,narrow,07:30,450,449.0,24.0,473.0,-1.0,509.0,07:29
2024-07-16,F0096,B6,341,N712JB,DEP,JFK,SAV,T5,narrow,07:30,450,444.0,16.0,460.0,-6.0,718.0,07:24
2024-07-16,F0097,9E,4925,N186PQ,DEP,JFK,JAX,T4,narrow,07:30,450,445.0,18.0,463.0,-5.0,828.0,07:25
2024-07-16,F0098,B6,411,N961JT,DEP,JFK,LAS,T5,narrow,07:30,450,443.0,16.0,459.0,-7.0,2248.0,07:23
2024-07-16,F0099,DL,1877,N550DN,DEP,JFK,SJU,T4,narrow,07:35,455,454.0,21.0,475.0,-1.0,1598.0,07:34
2024-07-16,F0100,YX,4587,N128HQ,ARR,PIT,JFK,T8,narrow,07:39,459,461.0,15.0,446.0,2.0,340.0,
2024-07-16,F0101,AS,38,N403AS,ARR,SFO,JFK,T7,narrow,07:40,460,481.0,11.0,470.0,21.0,2586.0,
2024-07-16,F0102,B6,162,N956JT,ARR,SMF,JFK,T5,narrow,07:44,464,466.0,7.0,459.0,2.0,2521.0,
2024-07-16,F0103,YX,4538,N407YX,DEP,JFK,DCA,T8,narrow,07:45,465,518.0,15.0,533.0,53.0,213.0,08:38
2024-07-16,F0104,B6,264,N969JT,ARR,SEA,JFK,T5,narrow,07:50,470,479.0,7.0,472.0,9.0,2422.0,
2024-07-16,F0105,B6,1187,N3132J,ARR,BOS,JFK,T5,narrow,07:52,472,456.0,8.0,448.0,-16.0,187.0,
2024-07-16,F0106,9E,5239,N228PQ,ARR,RDU,JFK,T4,narrow,07:55,475,461.0,11.0,450.0,-14.0,427.0,
2024-07-16,F0107,AA,1444,N151AN,DEP,JFK,CLT,T8,narrow,07:59,479,474.0,17.0,491.0,-5.0,541.0,07:54
2024-07-16,F0108,AS,26,N936AK,ARR,SEA,JFK,T7,narrow,07:59,479,528.0,9.0,519.0,49.0,2422.0,
2024-07-16,F0109,AA,842,N751UW,DEP,JFK,AUS,T8,narrow,07:59,479,475.0,19.0,494.0,-4.0,1521.0,07:55
2024-07-16,F0110,B6,80,N535JB,ARR,RNO,JFK,T5,narrow,07:59,479,497.0,8.0,489.0,18.0,2411.0,
2024-07-16,F0111,DL,636,N180DN,DEP,JFK,LAX,T4,narrow,08:00,480,485.0,28.0,513.0,5.0,2475.0,08:05
2024-07-16,F0112,AA,860,N955AN,DEP,JFK,DFW,T8,narrow,08:00,480,476.0,20.0,496.0,-4.0,1391.0,07:56
2024-07-16,F0113,AA,1610,N334SM,DEP,JFK,MIA,T8,narrow,08:00,480,504.0,21.0,525.0,24.0,1089.0,08:24
2024-07-16,F0114,B6,75,N3142J,DEP,JFK,MSY,T5,narrow,08:00,480,480.0,27.0,507.0,0.0,1182.0,08:00
2024-07-16,F0115,B6,2473,N3157J,DEP,JFK,CHS,T5,narrow,08:00,480,489.0,28.0,517.0,9.0,636.0,08:09
2024-07-16,F0116,B6,2718,N3185J,DEP,JFK,BOS,T5,narrow,08:00,480,479.0,29.0,508.0,-1.0,187.0,07:59
2024-07-16,F0117,DL,1166,N125DN,DEP,JFK,SAT,T4,narrow,08:00,480,518.0,18.0,536.0,38.0,1587.0,08:38
2024-07-16,F0118,YX,5705,N223JQ,DEP,JFK,ORD,T8,narrow,08:00,480,477.0,20.0,497.0,-3.0,740.0,07:57
2024-07-16,F0119,B6,1105,N3145J,DEP,JFK,ORD,T5,narrow,08:00,480,475.0,19.0,494.0,-5.0,740.0,07:55
2024-07-16,F0120,DL,1368,N339NB,DEP,JFK,MSY,T4,narrow,08:00,480,471.0,16.0,487.0,-9.0,1182.0,07:51
2024-07-16,F0121,9E,5440,N195PQ,DEP,JFK,MCI,T4,narrow,08:00,480,467.0,33.0,500.0,-13.0,1113.0,07:47
2024-07-16,F0122,B6,723,N947JB,DEP,JFK,LAX,T5,narrow,08:00,480,477.0,25.0,502.0,-3.0,2475.0,07:57
2024-07-16,F0123,9E,5207,N928XJ,DEP,JFK,SAV,T4,narrow,08:00,480,474.0,17.0,491.0,-6.0,718.0,07:54
2024-07-16,F0124,YX,5596,N216JQ,DEP,JFK,RIC,T8,narrow,08:05,485,566.0,17.0,583.0,81.0,288.0,09:26
2024-07-16,F0125,9E,5015,N181GJ,DEP,JFK,CHS,T4,narrow,08:05,485,480.0,18.0,498.0,-5.0,636.0,08:00
2024-07-16,F0126,DL,2227,N776DE,DEP,JFK,ATL,T4,narrow,08:05,485,514.0,17.0,531.0,29.0,760.0,08:34
2024-07-16,F0127,9E,5052,N934XJ,DEP,JFK,CLT,T4,narrow,08:05,485,480.0,30.0,510.0,-5.0,541.0,08:00
2024-07-16,F0128,B6,948,N988JT,ARR,LAS,JFK,T5,narrow,08:06,486,644.0,10.0,634.0,158.0,2248.0,
2024-07-16,F0129,DL,1930,N699DL,DEP,JFK,STT,T4,narrow,08:08,488,483.0,27.0,510.0,-5.0,1623.0,08:03
2024-07-16,F0130,OO,3626,N325SY,ARR,CLE,JFK,T4,narrow,08:09,489,587.0,14.0,573.0,98.0,425.0,
2024-07-16,F0131,AA,2819,N813NN,DEP,JFK,ORD,T8,narrow,08:15,495,495.0,16.0,511.0,0.0,740.0,08:15
2024-07-16,F0132,B6,2154,N966JT,ARR,ONT,JFK,T5,narrow,08:22,502,546.0,6.0,540.0,44.0,2429.0,
2024-07-16,F0133,B6,1316,N983JT,ARR,LAX,JFK,T5,narrow,08:24,504,464.0,7.0,457.0,-40.0,2475.0,
2024-07-16,F0134,AA,28,N117AN,ARR,LAX,JFK,T8,narrow,08:24,504,463.0,8.0,455.0,-41.0,2475.0,
2024-07-16,F0135,B6,1601,N958JB,DEP,JFK,FLL,T5,narrow,08:29,509,536.0,22.0,558.0,27.0,1069.0,08:56
2024-07-16,F0136,9E,5097,N133EV,DEP,JFK,RDU,T4,narrow,08:30,510,506.0,18.0,524.0,-4.0,427.0,08:26
2024-07-16,F0137,9E,5079,N176PQ,ARR,CLT,JFK,T4,narrow,08:30,510,514.0,13.0,501.0,4.0,541.0,
2024-07-16,F0138,DL,791,N547DE,DEP,JFK,PHX,T4,narrow,08:30,510,511.0,17.0,528.0,1.0,2153.0,08:31
2024-07-16,F0139,DL,532,N579DT,DEP,JFK,DEN,T4,narrow,08:30,510,540.0,19.0,559.0,30.0,1626.0,09:00
2024-07-16,F0140,AA,179,N104NN,DEP,JFK,SFO,T8,narrow,08:30,510,504.0,20.0,524.0,-6.0,2586.0,08:24
2024-07-16,F0141,DL,915,N178DN,ARR,LAX,JFK,T4,narrow,08:32,512,473.0,6.0,467.0,-39.0,2475.0,
2024-07-16,F0142,DL,683,N505DZ,DEP,JFK,SAN,T4,narrow,08:35,515,510.0,12.0,522.0,-5.0,2446.0,08:30
2024-07-16,F0143,DL,352,N543DE,DEP,JFK,PDX,T4,narrow,08:40,520,511.0,33.0,544.0,-9.0,2454.0,08:31
2024-07-16,F0144,B6,884,N510JB,ARR,MCO,JFK,T5,narrow,08:40,520,505.0,9.0,496.0,-15.0,944.0,
2024-07-16,F0145,9E,4985,N228PQ,DEP,JFK,CVG,T4,narrow,08:45,525,522.0,20.0,542.0,-3.0,589.0,08:42
2024-07-16,F0146,DL,356,N143DU,DEP,JFK,DFW,T4,narrow,08:45,525,522.0,23.0,545.0,-3.0,1391.0,08:42
2024-07-16,F0147,YX,4376,N417YX,DEP,JFK,BOS,T8,narrow,08:45,525,514.0,25.0,539.0,-11.0,187.0,08:34
2024-07-16,F0148,DL,2693,N117DX,ARR,MCO,JFK,T4,narrow,08:49,529,510.0,7.0,503.0,-19.0,944.0,
2024-07-16,F0149,B6,1602,N3132J,DEP,JFK,BUF,T5,narrow,08:50,530,530.0,22.0,552.0,0.0,301.0,08:50
2024-07-16,F0150,B6,1902,N529JB,ARR,FLL,JFK,T5,narrow,08:53,533,535.0,14.0,521.0,2.0,1069.0,
2024-07-16,F0151,B6,2404,N643JB,ARR,BQN,JFK,T5,narrow,08:54,534,535.0,9.0,526.0,1.0,1576.0,
2024-07-16,F0152,9E,5436,N325PQ,DEP,JFK,SYR,T4,narrow,08:55,535,532.0,24.0,556.0,-3.0,209.0,08:52
2024-07-16,F0153,B6,2001,N3169J,ARR,BUF,JFK,T5,narrow,08:57,537,526.0,8.0,518.0,-11.0,301.0,
2024-07-16,F0154,B6,2304,N760JB,ARR,SJU,JFK,T5,narrow,08:59,539,526.0,10.0,516.0,-13.0,1598.0,
2024-07-16,F0155,DL,669,N706TW,DEP,JFK,SFO,T4,narrow,09:00,540,532.0,20.0,552.0,-8.0,2586.0,08:52
2024-07-16,F0156,DL,767,N179DN,DEP,JFK,LAX,T4,narrow,09:00,540,535.0,22.0,557.0,-5.0,2475.0,08:55
2024-07-16,F0157,9E,5531,N324PQ,ARR,BGR,JFK,T4,narrow,09:00,540,529.0,7.0,522.0,-11.0,382.0,
2024-07-16,F0158,DL,190,N1201P,ARR,HNL,JFK,T4,narrow,09:00,540,523.0,9.0,514.0,-17.0,4983.0,
2024-07-16,F0159,AS,35,N273AK,DEP,JFK,SAN,T7,narrow,09:00,540,536.0,19.0,555.0,-4.0,2446.0,08:56
2024-07-16,F0160,B6,323,N942JB,DEP,JFK,LAX,T5,narrow,09:00,540,523.0,16.0,539.0,-17.0,2475.0,08:43
2024-07-16,F0161,9E,5216,N131EV,ARR,DTW,JFK,T4,narrow,09:00,540,530.0,7.0,523.0,-10.0,509.0,
2024-07-16,F0162,YX,4357,N113HQ,ARR,BOS,JFK,T8,narrow,09:00,540,511.0,17.0,494.0,-29.0,187.0,
2024-07-16,F0163,YX,5683,N246JQ,DEP,JFK,CMH,T8,narrow,09:00,540,534.0,36.0,570.0,-6.0,483.0,08:54
2024-07-16,F0164,OO,4102,N325SY,DEP,JFK,BNA,T4,narrow,09:00,540,624.0,22.0,646.0,84.0,765.0,10:24
2024-07-16,F0165,9E,5223,N306PQ,DEP,JFK,BUF,T4,narrow,09:00,540,533.0,27.0,560.0,-7.0,301.0,08:53
2024-07-16,F0166,B6,2091,N283JB,DEP,JFK,ACK,T5,narrow,09:00,540,533.0,21.0,554.0,-7.0,199.0,08:53
2024-07-16,F0167,YX,5685,N216JQ,ARR,PIT,JFK,T8,narrow,09:00,540,520.0,13.0,507.0,-20.0,340.0,
2024-07-16,F0168,9E,5445,N910XJ,ARR,CHS,JFK,T4,narrow,09:02,542,536.0,7.0,529.0,-6.0,636.0,
2024-07-16,F0169,AA,976,N112AN,DEP,JFK,SNA,T8,narrow,09:05,545,535.0,15.0,550.0,-10.0,2454.0,08:55
2024-07-16,F0170,9E,4932,N183GJ,ARR,IND,JFK,T4,narrow,09:07,547,535.0,7.0,528.0,-12.0,665.0,
2024-07-16,F0171,9E,5032,N297PQ,ARR,SAV,JFK,T4,narrow,09:09,549,541.0,8.0,533.0,-8.0,718.0,
2024-07-16,F0172,YX,5656,N231JQ,ARR,CMH,JFK,T8,narrow,09:09,549,539.0,4.0,535.0,-10.0,483.0,
2024-07-16,F0173,B6,725,N3139J,DEP,JFK,SAT,T5,narrow,09:10,550,601.0,26.0,627.0,51.0,1587.0,10:01
2024-07-16,F0174,B6,183,N2027J,DEP,JFK,MCO,T5,narrow,09:13,553,545.0,16.0,561.0,-8.0,944.0,09:05
2024-07-16,F0175,9E,4976,N176PQ,DEP,JFK,IND,T4,narrow,09:20,560,558.0,24.0,582.0,-2.0,665.0,09:18
2024-07-16,F0176,9E,4959,N678CA,ARR,JAX,JFK,T4,narrow,09:25,565,553.0,9.0,544.0,-12.0,828.0,
2024-07-16,F0177,B6,1,N653JB,DEP,JFK,FLL,T5,narrow,09:25,565,572.0,19.0,591.0,7.0,1069.0,09:32
2024-07-16,F0178,AA,3,N107NN,DEP,JFK,LAX,T8,narrow,09:25,565,559.0,18.0,577.0,-6.0,2475.0,09:19
2024-07-16,F0179,YX,4338,N128HQ,DEP,JFK,CVG,T8,narrow,09:28,568,555.0,17.0,572.0,-13.0,589.0,09:15
2024-07-16,F0180,AA,682,N329SL,ARR,MIA,JFK,T8,narrow,09:30,570,558.0,9.0,549.0,-12.0,1089.0,
2024-07-16,F0181,AS,21,N506AS,DEP,JFK,SEA,T7,narrow,09:40,580,635.0,16.0,651.0,55.0,2422.0,10:35
2024-07-16,F0182,B6,115,N934JB,DEP,JFK,SFO,T5,narrow,09:40,580,570.0,18.0,588.0,-10.0,2586.0,09:30
2024-07-16,F0183,YX,4315,N106HQ,DEP,JFK,CMH,T8,narrow,09:40,580,573.0,19.0,592.0,-7.0,483.0,09:33
2024-07-16,F0184,AS,615,N804AK,DEP,JFK,ANC,T7,narrow,09:45,585,580.0,20.0,600.0,-5.0,3386.0,09:40
2024-07-16,F0185,B6,1184,N903JB,ARR,MCO,JFK,T5,narrow,09:49,589,573.0,11.0,562.0,-16.0,944.0,
2024-07-16,F0186,9E,5341,N131EV,DEP,JFK,ROC,T4,narrow,09:50,590,583.0,16.0,599.0,-7.0,264.0,09:43
2024-07-16,F0187,YX,5750,N230JQ,DEP,JFK,DCA,T8,narrow,09:50,590,711.0,25.0,736.0,121.0,213.0,11:51
2024-07-16,F0188,B6,1497,N794JB,DEP,JFK,DEN,T5,narrow,09:50,590,590.0,14.0,604.0,0.0,1626.0,09:50
2024-07-16,F0189,9E,5018,N910XJ,DEP,JFK,CLE,T4,narrow,09:52,592,588.0,17.0,605.0,-4.0,425.0,09:48
2024-07-16,F0190,B6,154,N715JB,ARR,PBI,JFK,T5,narrow,09:55,595,592.0,10.0,582.0,-3.0,1028.0,
2024-07-16,F0191,9E,5370,N183GJ,DEP,JFK,ORF,T4,narrow,09:57,597,590.0,35.0,625.0,-7.0,290.0,09:50
2024-07-16,F0192,9E,5086,N297PQ,DEP,JFK,PIT,T4,narrow,09:59,599,596.0,22.0,618.0,-3.0,340.0,09:56
2024-07-16,F0193,YX,4362,N126HQ,DEP,JFK,ORF,T8,narrow,09:59,599,678.0,19.0,697.0,79.0,290.0,11:18
2024-07-16,F0194,YX,5733,N231JQ,DEP,JFK,BOS,T8,narrow,09:59,599,592.0,16.0,608.0,-7.0,187.0,09:52
2024-07-16,F0195,DL,2019,N117DX,DEP,JFK,MCO,T4,narrow,09:59,599,616.0,18.0,634.0,17.0,944.0,10:16
