flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,terminal,aircraft_type,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-08-16,F0039,DL,845,N505DZ,ARR,SAN,JFK,T4,narrow,06:29,389,,362,6.0,356,-27.0,2446.0
2024-08-16,F0040,YX,5603,N225JQ,ARR,PWM,JFK,T8,narrow,06:29,389,,397,8.0,389,8.0,273.0
2024-08-16,F0041,DL,705,N531DA,ARR,SLC,JFK,T4,narrow,06:29,389,,369,7.0,362,-20.0,1990.0
2024-08-16,F0042,AA,76,N117AN,DEP,JFK,SFO,T8,narrow,06:29,389,06:23,383,18.0,401,-6.0,2586.0
2024-08-16,F0043,B6,2285,N3162J,DEP,JFK,RDU,T5,narrow,06:30,390,06:26,386,17.0,403,-4.0,427.0
2024-08-16,F0044,B6,917,N3077J,ARR,BOS,JFK,T5,narrow,06:30,390,,384,17.0,367,-6.0,187.0
2024-08-16,F0045,B6,2293,N956JT,DEP,JFK,MIA,T5,narrow,06:30,390,06:27,387,23.0,410,-3.0,1089.0
2024-08-16,F0046,B6,2725,N3125J,DEP,JFK,TPA,T5,narrow,06:30,390,06:19,379,19.0,398,-11.0,1005.0
2024-08-16,F0047,B6,136,N645JB,ARR,PHX,JFK,T5,narrow,06:30,390,,368,7.0,361,-22.0,2153.0
2024-08-16,F0048,B6,1529,N627JB,DEP,JFK,RSW,T5,narrow,06:30,390,06:30,390,18.0,408,0.0,1074.0
2024-08-16,F0049,B6,2383,N3118J,DEP,JFK,MCO,T5,narrow,06:30,390,06:25,385,19.0,404,-5.0,944.0
2024-08-16,F0050,9E,5176,N176PQ,ARR,BTV,JFK,T4,narrow,06:39,399,,372,11.0,361,-27.0,266.0
2024-08-16,F0051,DL,960,N1605,ARR,LAX,JFK,T4,narrow,06:40,400,,373,6.0,367,-27.0,2475.0
2024-08-16,F0052,AA,1487,N315RJ,DEP,JFK,PHX,T8,narrow,06:45,405,06:44,404,14.0,418,-1.0,2153.0
2024-08-16,F0053,DL,2390,N115DU,DEP,JFK,MSP,T4,narrow,06:56,416,07:03,423,31.0,454,7.0,1029.0
2024-08-16,F0054,YX,5810,N222JQ,ARR,BUF,JFK,T8,narrow,06:59,419,,405,11.0,394,-14.0,301.0
2024-08-16,F0055,9E,5318,N296PQ,ARR,ROC,JFK,T4,narrow,06:59,419,,410,7.0,403,-9.0,264.0
2024-08-16,F0056,B6,163,N3196J,DEP,JFK,SRQ,T5,narrow,06:59,419,06:51,411,13.0,424,-8.0,1041.0
2024-08-16,F0057,AA,3,N103NN,DEP,JFK,LAX,T8,narrow,06:59,419,06:52,412,24.0,436,-7.0,2475.0
2024-08-16,F0058,F9,3237,N637FR,DEP,JFK,LAS,T4,narrow,06:59,419,07:06,426,30.0,456,7.0,2248.0
2024-08-16,F0059,AA,2131,N960NN,DEP,JFK,MIA,T8,narrow,06:59,419,06:54,414,28.0,442,-5.0,1089.0
2024-08-16,F0060,AS,33,N710AL,DEP,JFK,SFO,T7,narrow,07:00,420,06:53,413,33.0,446,-7.0,2586.0
2024-08-16,F0061,DL,742,N171DN,DEP,JFK,LAX,T4,narrow,07:00,420,10:13,613,34.0,647,193.0,2475.0
2024-08-16,F0062,DL,699,N518DQ,DEP,JFK,SEA,T4,narrow,07:00,420,06:57,417,34.0,451,-3.0,2422.0
2024-08-16,F0063,DL,668,N703TW,DEP,JFK,SFO,T4,narrow,07:00,420,07:00,420,26.0,446,0.0,2586.0
2024-08-16,F0064,AA,2966,N9012,DEP,JFK,STT,T8,narrow,07:00,420,06:57,417,28.0,445,-3.0,1623.0
2024-08-16,F0065,DL,1528,N899DN,DEP,JFK,MIA,T4,narrow,07:00,420,06:54,414,29.0,443,-6.0,1089.0
2024-08-16,F0066,9E,5363,N932XJ,ARR,SYR,JFK,T4,narrow,07:00,420,,407,11.0,396,-13.0,209.0
2024-08-16,F0067,9E,5265,N924XJ,ARR,ITH,JFK,T4,narrow,07:00,420,,398,14.0,384,-22.0,189.0
2024-08-16,F0068,AA,10,N104NN,ARR,LAX,JFK,T8,narrow,07:00,420,,384,9.0,375,-36.0,2475.0
2024-08-16,F0069,DL,2042,N852DN,DEP,JFK,TPA,T4,narrow,07:00,420,06:55,415,33.0,448,-5.0,1005.0
2024-08-16,F0070,DL,2018,N3751B,DEP,JFK,PBI,T4,narrow,07:00,420,06:58,418,39.0,457,-2.0,1028.0
2024-08-16,F0071,DL,1230,N373DA,DEP,JFK,AUS,T4,narrow,07:00,420,06:56,416,37.0,453,-4.0,1521.0
2024-08-16,F0072,AS,607,N805AK,ARR,ANC,JFK,T7,narrow,07:05,425,,410,10.0,400,-15.0,3386.0
2024-08-16,F0073,DL,2049,N513DA,DEP,JFK,MCO,T4,narrow,07:05,425,07:00,420,30.0,450,-5.0,944.0
2024-08-16,F0074,AS,36,N559AS,ARR,SAN,JFK,T7,narrow,07:06,426,,407,12.0,395,-19.0,2446.0
2024-08-16,F0075,B6,1285,N3195J,ARR,ROC,JFK,T5,narrow,07:08,428,,417,6.0,411,-11.0,264.0
2024-08-16,F0076,AA,276,N107NN,ARR,SFO,JFK,T8,narrow,07:10,430,,381,8.0,373,-49.0,2586.0
2024-08-16,F0077,B6,201,N3142J,ARR,BUF,JFK,T5,narrow,07:15,435,,420,7.0,413,-15.0,301.0
2024-08-16,F0078,B6,677,N3077J,DEP,JFK,JAX,T5,narrow,07:15,435,08:21,501,34.0,535,66.0,828.0
2024-08-16,F0079,YX,4587,N431YX,ARR,PIT,JFK,T8,narrow,07:18,438,,407,7.0,400,-31.0,340.0
2024-08-16,F0080,YX,4360,N116HQ,ARR,ORF,JFK,T8,narrow,07:18,438,,410,5.0,405,-28.0,290.0
2024-08-16,F0081,9E,5425,N538CA,ARR,BWI,JFK,T4,narrow,07:23,443,,437,8.0,429,-6.0,184.0
2024-08-16,F0082,DL,452,N536DN,ARR,SEA,JFK,T4,narrow,07:25,445,,451,13.0,438,6.0,2422.0
2024-08-16,F0083,9E,5356,N905XJ,ARR,ORF,JFK,T4,narrow,07:25,445,,451,14.0,437,6.0,290.0
2024-08-16,F0084,DL,2611,N125DU,ARR,BOS,JFK,T4,narrow,07:25,445,,445,30.0,415,0.0,187.0
2024-08-16,F0085,HA,50,N383HA,ARR,HNL,JFK,T8,narrow,07:25,445,,408,10.0,398,-37.0,4983.0
2024-08-16,F0086,YX,5660,N209JQ,ARR,DCA,JFK,T8,narrow,07:25,445,,447,32.0,415,2.0,213.0
2024-08-16,F0087,DL,1132,N503DZ,ARR,PDX,JFK,T4,narrow,07:25,445,,432,11.0,421,-13.0,2454.0
2024-08-16,F0088,B6,107,N3156J,ARR,PWM,JFK,T5,narrow,07:27,447,,436,7.0,429,-11.0,273.0
2024-08-16,F0089,AA,2819,N829NN,DEP,JFK,ORD,T8,narrow,07:28,448,07:25,445,30.0,475,-3.0,740.0
2024-08-16,F0090,YX,4805,N102HQ,ARR,RDU,JFK,T8,narrow,07:29,449,,433,6.0,427,-16.0,427.0
2024-08-16,F0091,9E,4925,N308PQ,DEP,JFK,JAX,T4,narrow,07:30,450,07:25,445,37.0,482,-5.0,828.0
2024-08-16,F0092,DL,1422,N353DN,DEP,JFK,FLL,T4,narrow,07:30,450,07:29,449,16.0,465,-1.0,1069.0
2024-08-16,F0093,DL,2320,N3743H,DEP,JFK,RSW,T4,narrow,07:30,450,07:24,444,17.0,461,-6.0,1074.0
2024-08-16,F0094,B6,746,N558JB,ARR,PSE,JFK,T5,narrow,07:30,450,,460,15.0,445,10.0,1617.0
2024-08-16,F0095,DL,795,N907DN,DEP,JFK,LAS,T4,narrow,07:30,450,07:26,446,32.0,478,-4.0,2248.0
2024-08-16,F0096,B6,411,N961JT,DEP,JFK,LAS,T5,narrow,07:30,450,07:27,447,28.0,475,-3.0,2248.0
2024-08-16,F0097,DL,1182,N723TW,ARR,SFO,JFK,T4,narrow,07:30,450,,423,10.0,413,-27.0,2586.0
2024-08-16,F0098,9E,5080,N176PQ,DEP,JFK,DTW,T4,narrow,07:30,450,07:24,444,34.0,478,-6.0,509.0
2024-08-16,F0099,B6,189,N985JT,DEP,JFK,SAN,T5,narrow,07:30,450,07:26,446,26.0,472,-4.0,2446.0
2024-08-16,F0100,B6,341,N508JL,DEP,JFK,SAV,T5,narrow,07:30,450,07:25,445,17.0,462,-5.0,718.0
2024-08-16,F0101,B6,2015,N946JL,DEP,JFK,SFO,T5,narrow,07:30,450,07:25,445,19.0,464,-5.0,2586.0
2024-08-16,F0102,AS,31,N549AS,DEP,JFK,SEA,T7,narrow,07:30,450,07:29,449,25.0,474,-1.0,2422.0
2024-08-16,F0103,DL,1877,N514DE,DEP,JFK,SJU,T4,narrow,07:35,455,07:33,453,24.0,477,-2.0,1598.0
2024-08-16,F0104,B6,1187,N3102J,ARR,BOS,JFK,T5,narrow,07:35,455,,457,22.0,435,2.0,187.0
2024-08-16,F0105,B6,162,N954JB,ARR,SMF,JFK,T5,narrow,07:40,460,,444,9.0,435,-16.0,2521.0
2024-08-16,F0106,B6,1105,N3023J,DEP,JFK,ORD,T5,narrow,07:40,460,07:33,453,45.0,498,-7.0,740.0
2024-08-16,F0107,AS,38,N298AK,ARR,SFO,JFK,T7,narrow,07:40,460,,451,9.0,442,-9.0,2586.0
2024-08-16,F0108,YX,4538,N435YX,DEP,JFK,DCA,T8,narrow,07:45,465,07:38,458,25.0,483,-7.0,213.0
2024-08-16,F0109,AA,1444,N193UW,DEP,JFK,CLT,T8,narrow,07:55,475,07:53,473,13.0,486,-2.0,541.0
2024-08-16,F0110,9E,5239,N313PQ,ARR,RDU,JFK,T4,narrow,07:55,475,,469,15.0,454,-6.0,427.0
2024-08-16,F0111,YX,4344,N115HQ,ARR,BOS,JFK,T8,narrow,07:59,479,,448,7.0,441,-31.0,187.0
2024-08-16,F0112,B6,264,N964JT,ARR,SEA,JFK,T5,narrow,07:59,479,,500,15.0,485,21.0,2422.0
2024-08-16,F0113,AS,26,N291BT,ARR,SEA,JFK,T7,narrow,07:59,479,,480,8.0,472,1.0,2422.0
2024-08-16,F0114,OO,3626,N260SY,ARR,CLE,JFK,T4,narrow,08:00,480,,467,16.0,451,-13.0,425.0
2024-08-16,F0115,AA,860,N963NN,DEP,JFK,DFW,T8,narrow,08:00,480,07:54,474,17.0,491,-6.0,1391.0
2024-08-16,F0116,B6,1083,N760JB,DEP,JFK,MCO,T5,narrow,08:00,480,08:07,487,32.0,519,7.0,944.0
2024-08-16,F0117,9E,5440,N923XJ,DEP,JFK,MCI,T4,narrow,08:00,480,07:55,475,13.0,488,-5.0,1113.0
2024-08-16,F0118,YX,5705,N225JQ,DEP,JFK,ORD,T8,narrow,08:00,480,07:57,477,53.0,530,-3.0,740.0
2024-08-16,F0119,B6,75,N3142J,DEP,JFK,MSY,T5,narrow,08:00,480,08:02,482,23.0,505,2.0,1182.0
2024-08-16,F0120,DL,636,N721TW,DEP,JFK,LAX,T4,narrow,08:00,480,07:58,478,15.0,493,-2.0,2475.0
2024-08-16,F0121,B6,2718,N273JB,DEP,JFK,BOS,T5,narrow,08:00,480,08:00,480,19.0,499,0.0,187.0
2024-08-16,F0122,AA,1610,N326SJ,DEP,JFK,MIA,T8,narrow,08:00,480,10:12,612,34.0,646,132.0,1089.0
2024-08-16,F0123,9E,5207,N924XJ,DEP,JFK,SAV,T4,narrow,08:00,480,07:58,478,33.0,511,-2.0,718.0
2024-08-16,F0124,DL,1166,N319US,DEP,JFK,SAT,T4,narrow,08:00,480,08:16,496,25.0,521,16.0,1587.0
2024-08-16,F0125,B6,508,N3195J,DEP,JFK,PWM,T5,narrow,08:00,480,08:23,503,17.0,520,23.0,273.0
2024-08-16,F0126,DL,1368,N355NW,DEP,JFK,MSY,T4,narrow,08:00,480,07:59,479,36.0,515,-1.0,1182.0
2024-08-16,F0127,9E,5015,N932XJ,DEP,JFK,CHS,T4,narrow,08:05,485,08:01,481,48.0,529,-4.0,636.0
2024-08-16,F0128,YX,5596,N222JQ,DEP,JFK,RIC,T8,narrow,08:05,485,08:01,481,22.0,503,-4.0,288.0
2024-08-16,F0129,DL,2227,N6705Y,DEP,JFK,ATL,T4,narrow,08:05,485,08:05,485,16.0,501,0.0,760.0
2024-08-16,F0130,9E,5052,N296PQ,DEP,JFK,CLT,T4,narrow,08:05,485,08:00,480,18.0,498,-5.0,541.0
2024-08-16,F0131,F9,1872,N316FR,ARR,ATL,JFK,T4,narrow,08:06,486,,464,6.0,458,-22.0,760.0
2024-08-16,F0132,B6,948,N4074J,ARR,LAS,JFK,T5,narrow,08:06,486,,531,14.0,517,45.0,2248.0
2024-08-16,F0133,B6,2154,N971JT,ARR,ONT,JFK,T5,narrow,08:08,488,,460,7.0,453,-28.0,2429.0
2024-08-16,F0134,B6,723,N993JE,DEP,JFK,LAX,T5,narrow,08:15,495,08:10,490,28.0,518,-5.0,2475.0
2024-08-16,F0135,AA,28,N105NN,ARR,LAX,JFK,T8,narrow,08:21,501,,480,10.0,470,-21.0,2475.0
2024-08-16,F0136,B6,2473,N3102J,DEP,JFK,CHS,T5,narrow,08:25,505,08:21,501,38.0,539,-4.0,636.0
2024-08-16,F0137,B6,1316,N967JT,ARR,LAX,JFK,T5,narrow,08:29,509,,487,11.0,476,-22.0,2475.0
2024-08-16,F0138,YX,4364,N102HQ,DEP,JFK,BOS,T8,narrow,08:29,509,08:24,504,24.0,528,-5.0,187.0
2024-08-16,F0139,9E,5079,N691CA,ARR,CLT,JFK,T4,narrow,08:30,510,,499,8.0,491,-11.0,541.0
2024-08-16,F0140,DL,791,N574DT,DEP,JFK,PHX,T4,narrow,08:30,510,08:25,505,19.0,524,-5.0,2153.0
2024-08-16,F0141,B6,1601,N950JT,DEP,JFK,FLL,T5,narrow,08:30,510,08:29,509,41.0,550,-1.0,1069.0
2024-08-16,F0142,9E,5097,N905XJ,DEP,JFK,RDU,T4,narrow,08:30,510,08:25,505,20.0,525,-5.0,427.0
2024-08-16,F0143,DL,532,N127DN,DEP,JFK,DEN,T4,narrow,08:30,510,08:25,505,17.0,522,-5.0,1626.0
2024-08-16,F0144,DL,915,N178DN,ARR,LAX,JFK,T4,narrow,08:32,512,,487,8.0,479,-25.0,2475.0
2024-08-16,F0145,B6,503,N964JT,DEP,JFK,SJU,T5,narrow,08:35,515,08:42,522,44.0,566,7.0,1598.0
2024-08-16,F0146,DL,683,N524DE,DEP,JFK,SAN,T4,narrow,08:35,515,08:44,524,11.0,535,9.0,2446.0
2024-08-16,F0147,AA,179,N108NN,DEP,JFK,SFO,T8,narrow,08:39,519,08:34,514,19.0,533,-5.0,2586.0
2024-08-16,F0148,DL,352,N581DA,DEP,JFK,PDX,T4,narrow,08:40,520,08:35,515,16.0,531,-5.0,2454.0
2024-08-16,F0149,B6,884,N3062J,ARR,MCO,JFK,T5,narrow,08:40,520,,508,8.0,500,-12.0,944.0
2024-08-16,F0150,AA,976,N111ZM,DEP,JFK,SNA,T8,narrow,08:40,520,08:35,515,14.0,529,-5.0,2454.0
2024-08-16,F0151,9E,4985,N313PQ,DEP,JFK,CVG,T4,narrow,08:45,525,08:40,520,24.0,544,-5.0,589.0
2024-08-16,F0152,DL,356,N125DU,DEP,JFK,DFW,T4,narrow,08:45,525,08:36,516,16.0,532,-9.0,1391.0
2024-08-16,F0153,DL,2693,N328DN,ARR,MCO,JFK,T4,narrow,08:49,529,,519,15.0,504,-10.0,944.0
2024-08-16,F0154,OO,4102,N260SY,DEP,JFK,BNA,T4,narrow,08:50,530,08:46,526,47.0,573,-4.0,765.0
2024-08-16,F0155,B6,614,N593JB,ARR,BQN,JFK,T5,narrow,08:50,530,,534,5.0,529,4.0,1576.0
2024-08-16,F0156,B6,1902,N624JB,ARR,FLL,JFK,T5,narrow,08:53,533,,532,24.0,508,-1.0,1069.0
2024-08-16,F0157,9E,5436,N279PQ,DEP,JFK,SYR,T4,narrow,08:55,535,08:49,529,23.0,552,-6.0,209.0
2024-08-16,F0158,F9,1871,N316FR,DEP,JFK,ATL,T4,narrow,08:56,536,08:43,523,20.0,543,-13.0,760.0
2024-08-16,F0159,B6,2001,N3194J,ARR,BUF,JFK,T5,narrow,08:57,537,,536,24.0,512,-1.0,301.0
2024-08-16,F0160,B6,2304,N805JB,ARR,SJU,JFK,T5,narrow,08:58,538,,566,10.0,556,28.0,1598.0
2024-08-16,F0161,9E,5531,N147PQ,ARR,BGR,JFK,T4,narrow,09:00,540,,529,23.0,506,-11.0,382.0
2024-08-16,F0162,B6,2091,N339JB,DEP,JFK,ACK,T5,narrow,09:00,540,09:00,540,19.0,559,0.0,199.0
2024-08-16,F0163,DL,190,N1603,ARR,HNL,JFK,T4,narrow,09:00,540,,504,15.0,489,-36.0,4983.0
2024-08-16,F0164,9E,5216,N921XJ,ARR,DTW,JFK,T4,narrow,09:00,540,,536,26.0,510,-4.0,509.0
2024-08-16,F0165,B6,1602,N3156J,DEP,JFK,BUF,T5,narrow,09:00,540,08:59,539,22.0,561,-1.0,301.0
2024-08-16,F0166,AS,35,N457AS,DEP,JFK,SAN,T7,narrow,09:00,540,08:53,533,31.0,564,-7.0,2446.0
2024-08-16,F0167,YX,5683,N209JQ,DEP,JFK,CMH,T8,narrow,09:00,540,08:53,533,27.0,560,-7.0,483.0
2024-08-16,F0168,DL,767,N177DN,DEP,JFK,LAX,T4,narrow,09:00,540,08:56,536,32.0,568,-4.0,2475.0
2024-08-16,F0169,DL,669,N704X,DEP,JFK,SFO,T4,narrow,09:00,540,08:53,533,20.0,553,-7.0,2586.0
2024-08-16,F0170,YX,5685,N241JQ,ARR,PIT,JFK,T8,narrow,09:00,540,,526,10.0,516,-14.0,340.0
2024-08-16,F0171,9E,5223,N903XJ,DEP,JFK,BUF,T4,narrow,09:00,540,08:52,532,32.0,564,-8.0,301.0
2024-08-16,F0172,9E,5445,N306PQ,ARR,CHS,JFK,T4,narrow,09:02,542,,539,20.0,519,-3.0,636.0
2024-08-16,F0173,9E,4932,N348PQ,ARR,IND,JFK,T4,narrow,09:07,547,,551,7.0,544,4.0,665.0
2024-08-16,F0174,9E,5032,N272PQ,ARR,SAV,JFK,T4,narrow,09:09,549,,538,10.0,528,-11.0,718.0
2024-08-16,F0175,YX,5656,N210JQ,ARR,CMH,JFK,T8,narrow,09:09,549,,545,11.0,534,-4.0,483.0
2024-08-16,F0176,B6,183,N2029J,DEP,JFK,MCO,T5,narrow,09:13,553,09:37,577,23.0,600,24.0,944.0
2024-08-16,F0177,B6,323,N934JB,DEP,JFK,LAX,T5,narrow,09:15,555,09:13,553,32.0,585,-2.0,2475.0
2024-08-16,F0178,AA,315,N912NN,ARR,MIA,JFK,T8,narrow,09:19,559,,535,11.0,524,-24.0,1089.0
2024-08-16,F0179,9E,4976,N691CA,DEP,JFK,IND,T4,narrow,09:20,560,09:15,555,33.0,588,-5.0,665.0
2024-08-16,F0180,AA,171,N112AN,DEP,JFK,LAX,T8,narrow,09:21,561,09:15,555,26.0,581,-6.0,2475.0
2024-08-16,F0181,B6,725,N3062J,DEP,JFK,SAT,T5,narrow,09:25,565,09:24,564,27.0,591,-1.0,1587.0
2024-08-16,F0182,YX,4338,N115HQ,DEP,JFK,CVG,T8,narrow,09:28,568,09:25,565,34.0,599,-3.0,589.0
2024-08-16,F0183,AA,1865,N776XF,DEP,JFK,AUS,T8,narrow,09:29,569,09:28,568,27.0,595,-1.0,1521.0
2024-08-16,F0184,YX,4570,N436YX,ARR,IND,JFK,T8,narrow,09:30,570,,558,11.0,547,-12.0,665.0
2024-08-16,F0185,9E,4959,N297PQ,ARR,JAX,JFK,T4,narrow,09:30,570,,553,7.0,546,-17.0,828.0
2024-08-16,F0186,B6,1,N558JB,DEP,JFK,FLL,T5,narrow,09:38,578,09:56,596,27.0,623,18.0,1069.0
2024-08-16,F0187,AS,21,N804AK,DEP,JFK,SEA,T7,narrow,09:40,580,09:31,571,40.0,611,-9.0,2422.0
2024-08-16,F0188,YX,4315,N431YX,DEP,JFK,CMH,T8,narrow,09:40,580,09:30,570,32.0,602,-10.0,483.0
2024-08-16,F0189,B6,115,N944JT,DEP,JFK,SFO,T5,narrow,09:40,580,09:33,573,23.0,596,-7.0,2586.0
2024-08-16,F0190,AS,615,N805AK,DEP,JFK,ANC,T7,narrow,09:45,585,09:40,580,23.0,603,-5.0,3386.0
2024-08-16,F0191,9E,5341,N921XJ,DEP,JFK,ROC,T4,narrow,09:50,590,09:45,585,22.0,607,-5.0,264.0
2024-08-16,F0192,YX,5750,N241JQ,DEP,JFK,DCA,T8,narrow,09:50,590,09:45,585,27.0,612,-5.0,213.0
2024-08-16,F0193,B6,1497,N593JB,DEP,JFK,DEN,T5,narrow,09:50,590,10:06,606,31.0,637,16.0,1626.0
2024-08-16,F0194,9E,5370,N306PQ,DEP,JFK,ORF,T4,narrow,09:52,592,10:08,608,33.0,641,16.0,290.0
2024-08-16,F0195,B6,1184,N913JB,ARR,MCO,JFK,T5,narrow,09:54,594,,586,9.0,577,-8.0,944.0
2024-08-16,F0196,B6,154,N809JB,ARR,PBI,JFK,T5,narrow,09:54,594,,578,12.0,566,-16.0,1028.0
2024-08-16,F0197,YX,4350,N439YX,DEP,JFK,BNA,T8,narrow,09:55,595,09:47,587,22.0,609,-8.0,765.0
2024-08-16,F0198,9E,5018,N348PQ,DEP,JFK,CLE,T4,narrow,09:57,597,09:56,596,23.0,619,-1.0,425.0
2024-08-16,F0199,DL,2019,N328DN,DEP,JFK,MCO,T4,narrow,09:59,599,09:59,599,30.0,629,0.0,944.0
2024-08-16,F0200,YX,5733,N210JQ,DEP,JFK,BOS,T8,narrow,09:59,599,10:00,600,22.0,622,1.0,187.0
2024-08-16,F0201,9E,5086,N272PQ,DEP,JFK,PIT,T4,narrow,09:59,599,09:50,590,26.0,616,-9.0,340.0
2024-08-16,F0202,DL,2428,N875DN,ARR,MIA,JFK,T4,narrow,10:00,600,,600,10.0,590,0.0,1089.0
2024-08-16,F0203,DL,2420,N192DN,ARR,ATL,JFK,T4,narrow,10:00,600,,593,11.0,582,-7.0,760.0
2024-08-16,F0204,AA,380,N814NN,ARR,CLT,JFK,T8,narrow,10:00,600,,590,11.0,579,-10.0,541.0
2024-08-16,F0205,HA,51,N399HA,DEP,JFK,HNL,T5,narrow,10:00,600,09:59,599,34.0,633,-1.0,4983.0
2024-08-16,F0206,F9,3546,N626FR,ARR,SJU,JFK,T4,narrow,10:02,602,,583,12.0,571,-19.0,1598.0
