flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,terminal,aircraft_type,scheduled_time,scheduled_min,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,actual_time
2024-06-17,F0077,DL,2049,N105DX,DEP,JFK,MCO,T4,narrow,07:05,425,453,26.0,479,28.0,944.0,07:33
2024-06-17,F0078,AS,36,N277AK,ARR,SAN,JFK,T7,narrow,07:06,426,415,12.0,403,-11.0,2446.0,
2024-06-17,F0079,AA,33,N117AN,DEP,JFK,LAX,T8,narrow,07:15,435,431,25.0,456,-4.0,2475.0,07:11
2024-06-17,F0080,9E,5425,N308PQ,ARR,BWI,JFK,T4,narrow,07:20,440,433,7.0,426,-7.0,184.0,
2024-06-17,F0081,YX,5842,N233JQ,ARR,DCA,JFK,T8,narrow,07:20,440,436,20.0,416,-4.0,213.0,
2024-06-17,F0082,9E,4925,N602LR,DEP,JFK,JAX,T4,narrow,07:20,440,433,38.0,471,-7.0,828.0,07:13
2024-06-17,F0083,B6,1285,N3189J,ARR,ROC,JFK,T5,narrow,07:22,442,434,7.0,427,-8.0,264.0,
2024-06-17,F0084,DL,2611,N122DU,ARR,BOS,JFK,T4,narrow,07:25,445,429,8.0,421,-16.0,187.0,
2024-06-17,F0085,HA,50,N379HA,ARR,HNL,JFK,T8,narrow,07:25,445,445,13.0,432,0.0,4983.0,
2024-06-17,F0086,DL,452,N521DT,ARR,SEA,JFK,T4,narrow,07:25,445,525,6.0,519,80.0,2422.0,
2024-06-17,F0087,DL,1132,N533DT,ARR,PDX,JFK,T4,narrow,07:25,445,444,8.0,436,-1.0,2454.0,
2024-06-17,F0088,YX,4360,N418YX,ARR,ORF,JFK,T8,narrow,07:28,448,438,9.0,429,-10.0,290.0,
2024-06-17,F0089,YX,4805,N422YX,ARR,RDU,JFK,T8,narrow,07:29,449,432,9.0,423,-17.0,427.0,
2024-06-17,F0090,YX,4587,N432YX,ARR,PIT,JFK,T8,narrow,07:29,449,615,7.0,608,166.0,340.0,
2024-06-17,F0091,9E,5356,N909XJ,ARR,ORF,JFK,T4,narrow,07:30,450,452,18.0,434,2.0,290.0,
2024-06-17,F0092,B6,508,N247JB,DEP,JFK,PWM,T5,narrow,07:30,450,442,18.0,460,-8.0,273.0,07:22
2024-06-17,F0093,B6,411,N981JT,DEP,JFK,LAS,T5,narrow,07:30,450,446,26.0,472,-4.0,2248.0,07:26
2024-06-17,F0094,B6,341,N535JB,DEP,JFK,SAV,T5,narrow,07:30,450,438,20.0,458,-12.0,718.0,07:18
2024-06-17,F0095,B6,677,N3044J,DEP,JFK,JAX,T5,narrow,07:30,450,502,33.0,535,52.0,828.0,08:22
2024-06-17,F0096,9E,5080,N324PQ,DEP,JFK,DTW,T4,narrow,07:30,450,444,22.0,466,-6.0,509.0,07:24
2024-06-17,F0097,AS,31,N535AS,DEP,JFK,SEA,T7,narrow,07:30,450,446,18.0,464,-4.0,2422.0,07:26
2024-06-17,F0098,DL,795,N520DE,DEP,JFK,LAS,T4,narrow,07:30,450,444,24.0,468,-6.0,2248.0,07:24
2024-06-17,F0099,DL,2018,N3730B,DEP,JFK,PBI,T4,narrow,07:30,450,448,25.0,473,-2.0,1028.0,07:28
2024-06-17,F0100,DL,670,N717TW,ARR,SFO,JFK,T4,narrow,07:30,450,464,10.0,454,14.0,2586.0,
2024-06-17,F0101,B6,746,N794JB,ARR,PSE,JFK,T5,narrow,07:30,450,440,10.0,430,-10.0,1617.0,
2024-06-17,F0102,DL,1877,N544DN,DEP,JFK,SJU,T4,narrow,07:35,455,451,16.0,467,-4.0,1598.0,07:31
2024-06-17,F0103,AS,38,N713AL,ARR,SFO,JFK,T7,narrow,07:40,460,478,11.0,467,18.0,2586.0,
2024-06-17,F0104,DL,1422,N321DH,DEP,JFK,FLL,T4,narrow,07:40,460,459,18.0,477,-1.0,1069.0,07:39
2024-06-17,F0105,YX,4538,N118HQ,DEP,JFK,DCA,T8,narrow,07:45,465,460,16.0,476,-5.0,213.0,07:40
2024-06-17,F0106,B6,162,N974JT,ARR,SMF,JFK,T5,narrow,07:50,470,484,7.0,477,14.0,2521.0,
2024-06-17,F0107,AA,1610,N842NN,DEP,JFK,MIA,T8,narrow,07:57,477,475,13.0,488,-2.0,1089.0,07:55
2024-06-17,F0108,AA,1444,N194UW,DEP,JFK,CLT,T8,narrow,07:58,478,475,11.0,486,-3.0,541.0,07:55
2024-06-17,F0109,B6,264,N980JT,ARR,SEA,JFK,T5,narrow,07:59,479,474,12.0,462,-5.0,2422.0,
2024-06-17,F0110,B6,80,N804JB,ARR,RNO,JFK,T5,narrow,07:59,479,464,7.0,457,-15.0,2411.0,
2024-06-17,F0111,AS,26,N251AK,ARR,SEA,JFK,T7,narrow,07:59,479,495,14.0,481,16.0,2422.0,
2024-06-17,F0112,YX,4357,N403YX,ARR,BOS,JFK,T8,narrow,07:59,479,459,10.0,449,-20.0,187.0,
2024-06-17,F0113,B6,1187,N3123J,ARR,BOS,JFK,T5,narrow,07:59,479,486,8.0,478,7.0,187.0,
2024-06-17,F0114,B6,723,N983JT,DEP,JFK,LAX,T5,narrow,08:00,480,474,18.0,492,-6.0,2475.0,07:54
2024-06-17,F0115,B6,75,N3118J,DEP,JFK,MSY,T5,narrow,08:00,480,490,31.0,521,10.0,1182.0,08:10
2024-06-17,F0116,9E,4820,N306PQ,DEP,JFK,MCI,T4,narrow,08:00,480,479,29.0,508,-1.0,1113.0,07:59
2024-06-17,F0117,9E,5052,N695CA,DEP,JFK,CLT,T4,narrow,08:00,480,475,26.0,501,-5.0,541.0,07:55
2024-06-17,F0118,YX,5856,N231JQ,DEP,JFK,RIC,T8,narrow,08:00,480,758,35.0,793,278.0,288.0,12:38
2024-06-17,F0119,DL,713,N196DN,DEP,JFK,LAX,T4,narrow,08:00,480,478,27.0,505,-2.0,2475.0,07:58
2024-06-17,F0120,DL,1368,N329NB,DEP,JFK,MSY,T4,narrow,08:00,480,477,20.0,497,-3.0,1182.0,07:57
2024-06-17,F0121,B6,1083,N715JB,DEP,JFK,MCO,T5,narrow,08:00,480,479,29.0,508,-1.0,944.0,07:59
2024-06-17,F0122,B6,2718,N3162J,DEP,JFK,BOS,T5,narrow,08:00,480,485,26.0,511,5.0,187.0,08:05
2024-06-17,F0123,B6,2473,N3149J,DEP,JFK,CHS,T5,narrow,08:00,480,531,28.0,559,51.0,636.0,08:51
2024-06-17,F0124,AA,860,N990AN,DEP,JFK,DFW,T8,narrow,08:00,480,502,32.0,534,22.0,1391.0,08:22
2024-06-17,F0125,DL,2227,N721TW,DEP,JFK,ATL,T4,narrow,08:00,480,478,17.0,495,-2.0,760.0,07:58
2024-06-17,F0126,DL,1166,N361NW,DEP,JFK,SAT,T4,narrow,08:02,482,481,29.0,510,-1.0,1587.0,08:01
2024-06-17,F0127,9E,5015,N228PQ,DEP,JFK,CHS,T4,narrow,08:05,485,493,32.0,525,8.0,636.0,08:13
2024-06-17,F0128,B6,948,N985JT,ARR,LAS,JFK,T5,narrow,08:05,485,459,14.0,445,-26.0,2248.0,
2024-06-17,F0129,9E,4965,N927XJ,DEP,JFK,SAV,T4,narrow,08:05,485,484,35.0,519,-1.0,718.0,08:04
2024-06-17,F0130,DL,532,N330DX,DEP,JFK,DEN,T4,narrow,08:05,485,496,28.0,524,11.0,1626.0,08:16
2024-06-17,F0131,B6,1105,N3189J,DEP,JFK,ORD,T5,narrow,08:07,487,486,34.0,520,-1.0,740.0,08:06
2024-06-17,F0132,9E,5239,N186GJ,ARR,RDU,JFK,T4,narrow,08:09,489,529,4.0,525,40.0,427.0,
2024-06-17,F0133,DL,1930,N686DA,DEP,JFK,STT,T4,narrow,08:10,490,487,32.0,519,-3.0,1623.0,08:07
2024-06-17,F0134,OO,3926,N261SY,ARR,CLE,JFK,T4,narrow,08:10,490,473,6.0,467,-17.0,425.0,
2024-06-17,F0135,AA,2819,N335PH,DEP,JFK,ORD,T8,narrow,08:15,495,489,25.0,514,-6.0,740.0,08:09
2024-06-17,F0136,AA,28,N105NN,ARR,LAX,JFK,T8,narrow,08:18,498,512,11.0,501,14.0,2475.0,
2024-06-17,F0137,DL,791,N574DT,DEP,JFK,PHX,T4,narrow,08:20,500,497,35.0,532,-3.0,2153.0,08:17
2024-06-17,F0138,B6,1316,N937JB,ARR,LAX,JFK,T5,narrow,08:20,500,474,9.0,465,-26.0,2475.0,
2024-06-17,F0139,B6,2154,N949JT,ARR,ONT,JFK,T5,narrow,08:22,502,639,8.0,631,137.0,2429.0,
2024-06-17,F0140,AA,179,N104NN,DEP,JFK,SFO,T8,narrow,08:23,503,502,27.0,529,-1.0,2586.0,08:22
2024-06-17,F0141,B6,1601,N994JL,DEP,JFK,FLL,T5,narrow,08:25,505,509,28.0,537,4.0,1069.0,08:29
2024-06-17,F0142,DL,356,N122DU,DEP,JFK,DFW,T4,narrow,08:30,510,507,31.0,538,-3.0,1391.0,08:27
2024-06-17,F0143,DL,683,N522DA,DEP,JFK,SAN,T4,narrow,08:30,510,510,30.0,540,0.0,2446.0,08:30
2024-06-17,F0144,YX,5705,N217JQ,DEP,JFK,ORD,T8,narrow,08:30,510,505,26.0,531,-5.0,740.0,08:25
2024-06-17,F0145,AA,842,N753US,DEP,JFK,AUS,T8,narrow,08:30,510,520,22.0,542,10.0,1521.0,08:40
2024-06-17,F0146,9E,4897,N600LR,ARR,CLT,JFK,T4,narrow,08:30,510,497,9.0,488,-13.0,541.0,
2024-06-17,F0147,DL,915,N172DN,ARR,LAX,JFK,T4,narrow,08:35,515,505,15.0,490,-10.0,2475.0,
2024-06-17,F0148,B6,884,N760JB,ARR,MCO,JFK,T5,narrow,08:40,520,494,4.0,490,-26.0,944.0,
2024-06-17,F0149,DL,352,N507DZ,DEP,JFK,PDX,T4,narrow,08:40,520,518,27.0,545,-2.0,2454.0,08:38
2024-06-17,F0150,B6,2001,N3156J,ARR,BUF,JFK,T5,narrow,08:42,522,507,7.0,500,-15.0,301.0,
2024-06-17,F0151,YX,4376,N418YX,DEP,JFK,BOS,T8,narrow,08:45,525,516,23.0,539,-9.0,187.0,08:36
2024-06-17,F0152,9E,5436,N308PQ,DEP,JFK,SYR,T4,narrow,08:45,525,519,28.0,547,-6.0,209.0,08:39
2024-06-17,F0153,DL,2693,N368DN,ARR,MCO,JFK,T4,narrow,08:47,527,508,6.0,502,-19.0,944.0,
2024-06-17,F0154,B6,1902,N607JB,ARR,FLL,JFK,T5,narrow,08:53,533,528,7.0,521,-5.0,1069.0,
2024-06-17,F0155,B6,2404,N632JB,ARR,BQN,JFK,T5,narrow,08:54,534,509,4.0,505,-25.0,1576.0,
2024-06-17,F0156,B6,2304,N554JB,ARR,SJU,JFK,T5,narrow,08:59,539,745,4.0,741,206.0,1598.0,
2024-06-17,F0157,9E,4985,N186GJ,DEP,JFK,CVG,T4,narrow,08:59,539,577,17.0,594,38.0,589.0,09:37
2024-06-17,F0158,AS,35,N958AK,DEP,JFK,SAN,T7,narrow,09:00,540,567,25.0,592,27.0,2446.0,09:27
2024-06-17,F0159,B6,1602,N3123J,DEP,JFK,BUF,T5,narrow,09:00,540,537,28.0,565,-3.0,301.0,08:57
2024-06-17,F0160,B6,323,N979JT,DEP,JFK,LAX,T5,narrow,09:00,540,539,21.0,560,-1.0,2475.0,08:59
2024-06-17,F0161,DL,190,N169DZ,ARR,HNL,JFK,T4,narrow,09:00,540,529,11.0,518,-11.0,4983.0,
2024-06-17,F0162,DL,669,N706TW,DEP,JFK,SFO,T4,narrow,09:00,540,554,32.0,586,14.0,2586.0,09:14
2024-06-17,F0163,B6,2091,N324JB,DEP,JFK,ACK,T5,narrow,09:00,540,530,22.0,552,-10.0,199.0,08:50
2024-06-17,F0164,YX,5804,N222JQ,ARR,PIT,JFK,T8,narrow,09:00,540,531,8.0,523,-9.0,340.0,
2024-06-17,F0165,DL,767,N171DN,DEP,JFK,LAX,T4,narrow,09:00,540,556,23.0,579,16.0,2475.0,09:16
2024-06-17,F0166,OO,3785,N261SY,DEP,JFK,BNA,T4,narrow,09:00,540,537,21.0,558,-3.0,765.0,08:57
2024-06-17,F0167,9E,4800,N279PQ,ARR,CHS,JFK,T4,narrow,09:00,540,528,6.0,522,-12.0,636.0,
2024-06-17,F0168,9E,5216,N187GJ,ARR,DTW,JFK,T4,narrow,09:00,540,516,7.0,509,-24.0,509.0,
2024-06-17,F0169,9E,5535,N928XJ,DEP,JFK,BUF,T4,narrow,09:00,540,531,29.0,560,-9.0,301.0,08:51
2024-06-17,F0170,9E,5531,N298PQ,ARR,BGR,JFK,T4,narrow,09:00,540,527,8.0,519,-13.0,382.0,
2024-06-17,F0171,9E,5097,N292PQ,DEP,JFK,RDU,T4,narrow,09:00,540,540,23.0,563,0.0,427.0,09:00
2024-06-17,F0172,AA,976,N112AN,DEP,JFK,SNA,T8,narrow,09:05,545,758,19.0,777,213.0,2454.0,12:38
2024-06-17,F0173,YX,5656,N225JQ,ARR,CMH,JFK,T8,narrow,09:05,545,534,8.0,526,-11.0,483.0,
2024-06-17,F0174,9E,4932,N331PQ,ARR,IND,JFK,T4,narrow,09:09,549,535,7.0,528,-14.0,665.0,
2024-06-17,F0175,B6,725,N3157J,DEP,JFK,SAT,T5,narrow,09:10,550,544,18.0,562,-6.0,1587.0,09:04
2024-06-17,F0176,YX,5683,N233JQ,DEP,JFK,CMH,T8,narrow,09:15,555,550,24.0,574,-5.0,483.0,09:10
2024-06-17,F0177,9E,5032,N309PQ,ARR,SAV,JFK,T4,narrow,09:17,557,542,6.0,536,-15.0,718.0,
2024-06-17,F0178,9E,4976,N600LR,DEP,JFK,IND,T4,narrow,09:20,560,553,23.0,576,-7.0,665.0,09:13
2024-06-17,F0179,B6,183,N2043J,DEP,JFK,MCO,T5,narrow,09:20,560,607,23.0,630,47.0,944.0,10:07
2024-06-17,F0180,AA,3,N116AN,DEP,JFK,LAX,T8,narrow,09:25,565,561,14.0,575,-4.0,2475.0,09:21
2024-06-17,F0181,B6,1,N760JB,DEP,JFK,FLL,T5,narrow,09:25,565,563,21.0,584,-2.0,1069.0,09:23
2024-06-17,F0182,YX,4315,N403YX,DEP,JFK,CMH,T8,narrow,09:27,567,569,13.0,582,2.0,483.0,09:29
2024-06-17,F0183,AA,682,N342SX,ARR,MIA,JFK,T8,narrow,09:29,569,552,7.0,545,-17.0,1089.0,
2024-06-17,F0184,YX,4570,N138HQ,ARR,IND,JFK,T8,narrow,09:30,570,549,8.0,541,-21.0,665.0,
2024-06-17,F0185,YX,4338,N138HQ,DEP,JFK,CVG,T8,narrow,09:40,580,587,17.0,604,7.0,589.0,09:47
2024-06-17,F0186,B6,115,N978JB,DEP,JFK,SFO,T5,narrow,09:40,580,570,28.0,598,-10.0,2586.0,09:30
2024-06-17,F0187,AS,21,N566AS,DEP,JFK,SEA,T7,narrow,09:40,580,575,25.0,600,-5.0,2422.0,09:35
2024-06-17,F0188,AS,615,N801AK,DEP,JFK,ANC,T7,narrow,09:45,585,575,26.0,601,-10.0,3386.0,09:35
2024-06-17,F0189,B6,1497,N618JB,DEP,JFK,DEN,T5,narrow,09:50,590,586,20.0,606,-4.0,1626.0,09:46
2024-06-17,F0190,9E,5086,N298PQ,DEP,JFK,PIT,T4,narrow,09:50,590,584,26.0,610,-6.0,340.0,09:44
2024-06-17,F0191,9E,5341,N279PQ,DEP,JFK,ROC,T4,narrow,09:50,590,586,21.0,607,-4.0,264.0,09:46
2024-06-17,F0192,YX,5733,N222JQ,DEP,JFK,BOS,T8,narrow,09:50,590,584,21.0,605,-6.0,187.0,09:44
2024-06-17,F0193,DL,2428,N908DN,ARR,MIA,JFK,T4,narrow,09:54,594,712,14.0,698,118.0,1089.0,
2024-06-17,F0194,B6,1184,N2084J,ARR,MCO,JFK,T5,narrow,09:54,594,574,5.0,569,-20.0,944.0,
2024-06-17,F0195,YX,5750,N225JQ,DEP,JFK,DCA,T8,narrow,09:55,595,591,24.0,615,-4.0,213.0,09:51
2024-06-17,F0196,B6,154,N527JL,ARR,PBI,JFK,T5,narrow,09:55,595,564,4.0,560,-31.0,1028.0,
2024-06-17,F0197,DL,2019,N368DN,DEP,JFK,MCO,T4,narrow,09:57,597,594,24.0,618,-3.0,944.0,09:54
2024-06-17,F0198,YX,4362,N407YX,DEP,JFK,ORF,T8,narrow,09:59,599,590,13.0,603,-9.0,290.0,09:50
2024-06-17,F0199,9E,5018,N331PQ,DEP,JFK,CLE,T4,narrow,09:59,599,595,22.0,617,-4.0,425.0,09:55
2024-06-17,F0200,AA,380,N851NN,ARR,CLT,JFK,T8,narrow,10:00,600,716,6.0,710,116.0,541.0,
2024-06-17,F0201,DL,1029,N702TW,DEP,JFK,ATL,T4,narrow,10:00,600,629,12.0,641,29.0,760.0,10:29
2024-06-17,F0202,HA,51,N391HA,DEP,JFK,HNL,T8,narrow,10:00,600,598,23.0,621,-2.0,4983.0,09:58
2024-06-17,F0203,B6,2123,N2156J,DEP,JFK,LAX,T5,narrow,10:00,600,600,25.0,625,0.0,2475.0,10:00
2024-06-17,F0204,DL,2420,N723TW,ARR,ATL,JFK,T4,narrow,10:03,603,584,6.0,578,-19.0,760.0,
2024-06-17,F0205,F9,3546,N620FR,ARR,SJU,JFK,T4,narrow,10:08,608,598,11.0,587,-10.0,1598.0,
2024-06-17,F0206,9E,5287,N309PQ,DEP,JFK,BTV,T4,narrow,10:08,608,601,28.0,629,-7.0,266.0,10:01
2024-06-17,F0207,9E,4967,N601LR,ARR,JAX,JFK,T4,narrow,10:09,609,609,12.0,597,0.0,828.0,
