flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,terminal,aircraft_type,scheduled_time,scheduled_min,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi,actual_time
2024-06-03,F0027,9E,4968,N187GJ,ARR,ROC,JFK,T4,narrow,06:29,389,360.0,5.0,355.0,-29.0,264.0,
2024-06-03,F0028,AA,1032,N319TE,DEP,JFK,MIA,T8,narrow,06:29,389,386.0,18.0,404.0,-3.0,1089.0,06:26
2024-06-03,F0029,B6,183,N623JB,DEP,JFK,MCO,T5,narrow,06:30,390,393.0,20.0,413.0,3.0,944.0,06:33
2024-06-03,F0030,B6,601,N766JB,DEP,JFK,FLL,T5,narrow,06:30,390,382.0,13.0,395.0,-8.0,1069.0,06:22
2024-06-03,F0031,B6,1172,N729JB,ARR,SLC,JFK,T5,narrow,06:30,390,365.0,7.0,358.0,-25.0,1990.0,
2024-06-03,F0032,B6,739,N649JB,DEP,JFK,BQN,T5,narrow,06:30,390,391.0,14.0,405.0,1.0,1576.0,06:31
2024-06-03,F0033,B6,1353,N585JB,DEP,JFK,PBI,T5,narrow,06:30,390,383.0,16.0,399.0,-7.0,1028.0,06:23
2024-06-03,F0034,9E,5228,N272PQ,ARR,BTV,JFK,T4,narrow,06:30,390,364.0,12.0,352.0,-26.0,266.0,
2024-06-03,F0035,B6,518,N339JB,DEP,JFK,BOS,T5,narrow,06:30,390,383.0,13.0,396.0,-7.0,187.0,06:23
2024-06-03,F0036,DL,446,N546DN,ARR,SAN,JFK,T4,narrow,06:30,390,373.0,8.0,365.0,-17.0,2446.0,
2024-06-03,F0037,AA,1487,N985NN,DEP,JFK,PHX,T8,narrow,06:35,395,394.0,17.0,411.0,-1.0,2153.0,06:34
2024-06-03,F0038,DL,312,N1604R,ARR,LAX,JFK,T4,narrow,06:45,405,419.0,10.0,409.0,14.0,2475.0,
2024-06-03,F0039,B6,15,N983JT,DEP,JFK,SFO,T5,narrow,06:50,410,402.0,16.0,418.0,-8.0,2586.0,06:42
2024-06-03,F0040,B6,1529,N705JB,DEP,JFK,RSW,T5,narrow,06:50,410,404.0,12.0,416.0,-6.0,1074.0,06:44
2024-06-03,F0041,9E,4912,N936XJ,DEP,JFK,MSP,T4,narrow,06:56,416,413.0,16.0,429.0,-3.0,1029.0,06:53
2024-06-03,F0042,9E,5260,N335PQ,ARR,ITH,JFK,T4,narrow,06:58,418,398.0,6.0,392.0,-20.0,189.0,
2024-06-03,F0043,B6,2285,N265JB,DEP,JFK,RDU,T5,narrow,06:59,419,417.0,14.0,431.0,-2.0,427.0,06:57
2024-06-03,F0044,AA,822,N819NN,DEP,JFK,AUS,T8,narrow,06:59,419,408.0,16.0,424.0,-11.0,1521.0,06:48
2024-06-03,F0045,AA,276,N117AN,ARR,SFO,JFK,T8,narrow,07:00,420,442.0,35.0,407.0,22.0,2586.0,
2024-06-03,F0046,DL,2867,N517DN,ARR,LAS,JFK,T4,narrow,07:00,420,429.0,11.0,418.0,9.0,2248.0,
2024-06-03,F0047,AA,33,N108NN,DEP,JFK,LAX,T8,narrow,07:00,420,416.0,18.0,434.0,-4.0,2475.0,06:56
2024-06-03,F0048,YX,5698,N205JQ,ARR,PWM,JFK,T8,narrow,07:00,420,398.0,10.0,388.0,-22.0,273.0,
2024-06-03,F0049,DL,2883,N327DN,DEP,JFK,MIA,T4,narrow,07:00,420,419.0,19.0,438.0,-1.0,1089.0,06:59
2024-06-03,F0050,DL,664,N703TW,DEP,JFK,SFO,T4,narrow,07:00,420,421.0,25.0,446.0,1.0,2586.0,07:01
2024-06-03,F0051,AA,1280,N335SN,ARR,PHX,JFK,T8,narrow,07:00,420,413.0,11.0,402.0,-7.0,2153.0,
2024-06-03,F0052,DL,1442,N327NW,DEP,JFK,AUS,T4,narrow,07:00,420,420.0,26.0,446.0,0.0,1521.0,07:00
2024-06-03,F0053,B6,2416,N979JT,ARR,SFO,JFK,T5,narrow,07:00,420,410.0,12.0,398.0,-10.0,2586.0,
2024-06-03,F0054,B6,917,N571JB,ARR,BOS,JFK,T5,narrow,07:00,420,415.0,12.0,403.0,-5.0,187.0,
2024-06-03,F0055,B6,201,N3162J,ARR,BUF,JFK,T5,narrow,07:00,420,404.0,6.0,398.0,-16.0,301.0,
2024-06-03,F0056,DL,520,N179DN,DEP,JFK,LAX,T4,narrow,07:00,420,417.0,18.0,435.0,-3.0,2475.0,06:57
2024-06-03,F0057,OO,4064,N258SY,ARR,SYR,JFK,T4,narrow,07:00,420,391.0,9.0,382.0,-29.0,209.0,
2024-06-03,F0058,AS,36,N533AS,ARR,SAN,JFK,T7,narrow,07:00,420,443.0,7.0,436.0,23.0,2446.0,
2024-06-03,F0059,DL,403,N108DQ,ARR,BUF,JFK,T4,narrow,07:01,421,408.0,6.0,402.0,-13.0,301.0,
2024-06-03,F0060,AA,10,N113AN,ARR,LAX,JFK,T8,narrow,07:03,423,436.0,12.0,424.0,13.0,2475.0,
2024-06-03,F0061,DL,827,N523DE,DEP,JFK,SEA,T4,narrow,07:04,424,420.0,22.0,442.0,-4.0,2422.0,07:00
2024-06-03,F0062,DL,1320,N307DX,DEP,JFK,MCO,T4,narrow,07:05,425,422.0,15.0,437.0,-3.0,944.0,07:02
2024-06-03,F0063,B6,1273,N3121J,DEP,JFK,CHS,T5,narrow,07:10,430,424.0,19.0,443.0,-6.0,636.0,07:04
2024-06-03,F0064,AA,1610,N331TK,DEP,JFK,MIA,T8,narrow,07:15,435,430.0,18.0,448.0,-5.0,1089.0,07:10
2024-06-03,F0065,YX,4805,N424YX,ARR,RDU,JFK,T8,narrow,07:18,438,426.0,11.0,415.0,-12.0,427.0,
2024-06-03,F0066,9E,5021,N335PQ,DEP,JFK,DTW,T4,narrow,07:20,440,439.0,27.0,466.0,-1.0,509.0,07:19
2024-06-03,F0067,DL,2617,N371DA,ARR,BOS,JFK,T4,narrow,07:24,444,418.0,12.0,406.0,-26.0,187.0,
2024-06-03,F0068,YX,5757,N218JQ,ARR,BWI,JFK,T8,narrow,07:25,445,430.0,12.0,418.0,-15.0,184.0,
2024-06-03,F0069,AS,31,N408AS,DEP,JFK,SEA,T7,narrow,07:25,445,442.0,16.0,458.0,-3.0,2422.0,07:22
2024-06-03,F0070,YX,5798,N234JQ,ARR,DCA,JFK,T8,narrow,07:25,445,452.0,13.0,439.0,7.0,213.0,
2024-06-03,F0071,DL,1026,N510DE,ARR,SEA,JFK,T4,narrow,07:25,445,443.0,9.0,434.0,-2.0,2422.0,
2024-06-03,F0072,HA,50,N380HA,ARR,HNL,JFK,T5,narrow,07:25,445,472.0,14.0,458.0,27.0,4983.0,
2024-06-03,F0073,AS,38,N969AK,ARR,SFO,JFK,T7,narrow,07:29,449,475.0,11.0,464.0,26.0,2586.0,
2024-06-03,F0074,YX,4587,N440YX,ARR,PIT,JFK,T8,narrow,07:29,449,436.0,10.0,426.0,-13.0,340.0,
2024-06-03,F0075,YX,4570,N101HQ,ARR,IND,JFK,T8,narrow,07:29,449,433.0,11.0,422.0,-16.0,665.0,
2024-06-03,F0076,DL,767,N723TW,ARR,SFO,JFK,T4,narrow,07:30,450,426.0,10.0,416.0,-24.0,2586.0,
2024-06-03,F0077,B6,411,N995JL,DEP,JFK,LAS,T5,narrow,07:30,450,441.0,11.0,452.0,-9.0,2248.0,07:21
2024-06-03,F0078,DL,2030,N548DN,DEP,JFK,LAS,T4,narrow,07:30,450,448.0,23.0,471.0,-2.0,2248.0,07:28
2024-06-03,F0079,9E,5028,N187GJ,DEP,JFK,BUF,T4,narrow,07:30,450,444.0,17.0,461.0,-6.0,301.0,07:24
2024-06-03,F0080,B6,2924,N663JB,ARR,LAX,JFK,T5,narrow,07:30,450,446.0,9.0,437.0,-4.0,2475.0,
2024-06-03,F0081,B6,1285,N328JB,ARR,ROC,JFK,T5,narrow,07:30,450,425.0,6.0,419.0,-25.0,264.0,
2024-06-03,F0082,B6,162,N950JT,ARR,SMF,JFK,T5,narrow,07:30,450,462.0,12.0,450.0,12.0,2521.0,
2024-06-03,F0083,B6,1404,N593JB,ARR,SJU,JFK,T5,narrow,07:33,453,431.0,11.0,420.0,-22.0,1598.0,
2024-06-03,F0084,DL,1877,N540DE,DEP,JFK,SJU,T4,narrow,07:35,455,454.0,13.0,467.0,-1.0,1598.0,07:34
2024-06-03,F0085,DL,2108,N381DN,DEP,JFK,PBI,T4,narrow,07:35,455,451.0,18.0,469.0,-4.0,1028.0,07:31
2024-06-03,F0086,DL,2165,N329DN,DEP,JFK,FLL,T4,narrow,07:35,455,529.0,22.0,551.0,74.0,1069.0,08:49
2024-06-03,F0087,DL,826,N3737C,DEP,JFK,JAX,T4,narrow,07:35,455,448.0,15.0,463.0,-7.0,828.0,07:28
2024-06-03,F0088,B6,2123,N961JT,DEP,JFK,LAX,T5,narrow,07:40,460,546.0,21.0,567.0,86.0,2475.0,09:06
2024-06-03,F0089,B6,136,N913JB,ARR,PHX,JFK,T5,narrow,07:40,460,451.0,11.0,440.0,-9.0,2153.0,
2024-06-03,F0090,B6,519,N3162J,DEP,JFK,ATL,T5,narrow,07:50,470,464.0,12.0,476.0,-6.0,760.0,07:44
2024-06-03,F0091,B6,948,N986JB,ARR,LAS,JFK,T5,narrow,07:55,475,475.0,9.0,466.0,0.0,2248.0,
2024-06-03,F0092,AA,2966,N9019F,DEP,JFK,STT,T8,narrow,07:59,479,476.0,19.0,495.0,-3.0,1623.0,07:56
2024-06-03,F0093,9E,5438,N316PQ,ARR,RDU,JFK,T4,narrow,07:59,479,463.0,11.0,452.0,-16.0,427.0,
2024-06-03,F0094,AS,26,N801AK,ARR,SEA,JFK,T7,narrow,07:59,479,495.0,7.0,488.0,16.0,2422.0,
2024-06-03,F0095,YX,5759,N205JQ,DEP,JFK,CLT,T8,narrow,08:00,480,474.0,12.0,486.0,-6.0,541.0,07:54
2024-06-03,F0096,AA,1444,N892NN,DEP,JFK,CLT,T8,narrow,08:00,480,480.0,18.0,498.0,0.0,541.0,08:00
2024-06-03,F0097,B6,1105,N796JB,DEP,JFK,ORD,T5,narrow,08:00,480,474.0,26.0,500.0,-6.0,740.0,07:54
2024-06-03,F0098,B6,818,N266JB,DEP,JFK,BOS,T5,narrow,08:00,480,472.0,31.0,503.0,-8.0,187.0,07:52
2024-06-03,F0099,B6,83,N571JB,DEP,JFK,MCO,T5,narrow,08:00,480,474.0,14.0,488.0,-6.0,944.0,07:54
2024-06-03,F0100,AA,179,N116AN,DEP,JFK,SFO,T8,narrow,08:00,480,472.0,15.0,487.0,-8.0,2586.0,07:52
2024-06-03,F0101,DL,482,N195DN,DEP,JFK,LAX,T4,narrow,08:00,480,523.0,45.0,568.0,43.0,2475.0,08:43
2024-06-03,F0102,9E,5175,N932XJ,ARR,CLE,JFK,T4,narrow,08:00,480,463.0,15.0,448.0,-17.0,425.0,
2024-06-03,F0103,B6,1354,N2047J,ARR,ONT,JFK,T5,narrow,08:00,480,459.0,15.0,444.0,-21.0,2429.0,
2024-06-03,F0104,9E,5009,N184GJ,DEP,JFK,CHS,T4,narrow,08:00,480,475.0,21.0,496.0,-5.0,636.0,07:55
2024-06-03,F0105,DL,508,N373DX,DEP,JFK,DEN,T4,narrow,08:00,480,479.0,16.0,495.0,-1.0,1626.0,07:59
2024-06-03,F0106,DL,190,N187DN,ARR,HNL,JFK,T4,narrow,08:00,480,480.0,38.0,442.0,0.0,4983.0,
2024-06-03,F0107,AA,28,N101NN,ARR,LAX,JFK,T8,narrow,08:02,482,481.0,10.0,471.0,-1.0,2475.0,
2024-06-03,F0108,DL,1427,N721TW,DEP,JFK,ATL,T4,narrow,08:05,485,482.0,20.0,502.0,-3.0,760.0,08:02
2024-06-03,F0109,DL,2237,N812DN,DEP,JFK,TPA,T4,narrow,08:05,485,478.0,34.0,512.0,-7.0,1005.0,07:58
2024-06-03,F0110,DL,1930,N6706Q,DEP,JFK,STT,T4,narrow,08:07,487,483.0,27.0,510.0,-4.0,1623.0,08:03
2024-06-03,F0111,9E,5464,N272PQ,DEP,JFK,CVG,T4,narrow,08:09,489,475.0,15.0,490.0,-14.0,589.0,07:55
2024-06-03,F0112,AA,860,N316RK,DEP,JFK,DFW,T8,narrow,08:10,490,538.0,14.0,552.0,48.0,1391.0,08:58
2024-06-03,F0113,DL,534,N108DQ,DEP,JFK,DFW,T4,narrow,08:10,490,485.0,19.0,504.0,-5.0,1391.0,08:05
2024-06-03,F0114,B6,1416,N627JB,DEP,JFK,SYR,T5,narrow,08:15,495,486.0,18.0,504.0,-9.0,209.0,08:06
2024-06-03,F0115,DL,543,N544DN,DEP,JFK,PHX,T4,narrow,08:15,495,549.0,13.0,562.0,54.0,2153.0,09:09
2024-06-03,F0116,B6,1073,N3156J,DEP,JFK,BNA,T5,narrow,08:15,495,489.0,17.0,506.0,-6.0,765.0,08:09
2024-06-03,F0117,DL,2565,N362NB,DEP,JFK,MSY,T4,narrow,08:20,500,500.0,34.0,534.0,0.0,1182.0,08:20
2024-06-03,F0118,B6,264,N987JT,ARR,SEA,JFK,T5,narrow,08:20,500,531.0,10.0,521.0,31.0,2422.0,
2024-06-03,F0119,YX,4538,N424YX,DEP,JFK,DCA,T8,narrow,08:25,505,498.0,23.0,521.0,-7.0,213.0,08:18
2024-06-03,F0120,B6,281,N565JB,DEP,JFK,IAH,T5,narrow,08:27,507,504.0,19.0,523.0,-3.0,1417.0,08:24
2024-06-03,F0121,B6,2001,N3118J,ARR,BUF,JFK,T5,narrow,08:30,510,500.0,11.0,489.0,-10.0,301.0,
2024-06-03,F0122,B6,1114,N992JB,ARR,LAX,JFK,T5,narrow,08:30,510,504.0,5.0,499.0,-6.0,2475.0,
2024-06-03,F0123,B6,1504,N625JB,ARR,SJU,JFK,T5,narrow,08:30,510,484.0,11.0,473.0,-26.0,1598.0,
2024-06-03,F0124,DL,524,N175DN,ARR,LAX,JFK,T4,narrow,08:30,510,529.0,15.0,514.0,19.0,2475.0,
2024-06-03,F0125,DL,546,N919DU,DEP,JFK,PDX,T4,narrow,08:30,510,507.0,22.0,529.0,-3.0,2454.0,08:27
2024-06-03,F0126,OO,3775,N258SY,DEP,JFK,BNA,T4,narrow,08:30,510,507.0,19.0,526.0,-3.0,765.0,08:27
2024-06-03,F0127,YX,4338,N440YX,DEP,JFK,CVG,T8,narrow,08:30,510,500.0,24.0,524.0,-10.0,589.0,08:20
2024-06-03,F0128,YX,5699,N875RW,ARR,CLT,JFK,T8,narrow,08:32,512,506.0,8.0,498.0,-6.0,541.0,
2024-06-03,F0129,B6,320,N3169J,ARR,ATL,JFK,T5,narrow,08:33,513,511.0,9.0,502.0,-2.0,760.0,
2024-06-03,F0130,9E,5537,N925XJ,ARR,BGR,JFK,T4,narrow,08:34,514,507.0,11.0,496.0,-7.0,382.0,
2024-06-03,F0131,YX,5678,N234JQ,DEP,JFK,ORD,T8,narrow,08:35,515,510.0,34.0,544.0,-5.0,740.0,08:30
2024-06-03,F0132,DL,924,N527DE,DEP,JFK,SAN,T4,narrow,08:40,520,529.0,18.0,547.0,9.0,2446.0,08:49
2024-06-03,F0133,9E,5492,N933XJ,DEP,JFK,RIC,T4,narrow,08:40,520,512.0,21.0,533.0,-8.0,288.0,08:32
2024-06-03,F0134,DL,1302,N347DN,ARR,MCO,JFK,T4,narrow,08:44,524,505.0,6.0,499.0,-19.0,944.0,
2024-06-03,F0135,B6,1184,N508JL,ARR,MCO,JFK,T5,narrow,08:45,525,523.0,11.0,512.0,-2.0,944.0,
2024-06-03,F0136,B6,677,N3023J,DEP,JFK,JAX,T5,narrow,08:45,525,549.0,15.0,564.0,24.0,828.0,09:09
2024-06-03,F0137,AA,2819,N855NN,DEP,JFK,ORD,T8,narrow,08:47,527,523.0,19.0,542.0,-4.0,740.0,08:43
2024-06-03,F0138,9E,5161,N932XJ,DEP,JFK,CLE,T4,narrow,08:50,530,522.0,17.0,539.0,-8.0,425.0,08:42
2024-06-03,F0139,B6,323,N977JE,DEP,JFK,LAX,T5,narrow,08:50,530,519.0,15.0,534.0,-11.0,2475.0,08:39
2024-06-03,F0140,9E,4959,N316PQ,DEP,JFK,SAV,T4,narrow,08:50,530,520.0,16.0,536.0,-10.0,718.0,08:40
2024-06-03,F0141,B6,854,N656JB,ARR,PBI,JFK,T5,narrow,08:51,531,529.0,8.0,521.0,-2.0,1028.0,
2024-06-03,F0142,B6,717,N3189J,ARR,BOS,JFK,T5,narrow,09:00,540,521.0,7.0,514.0,-19.0,187.0,
2024-06-03,F0143,YX,5626,N227JQ,ARR,CMH,JFK,T8,narrow,09:00,540,534.0,6.0,528.0,-6.0,483.0,
2024-06-03,F0144,9E,5287,N903XJ,ARR,ORF,JFK,T4,narrow,09:00,540,522.0,7.0,515.0,-18.0,290.0,
2024-06-03,F0145,9E,5295,N337PQ,DEP,JFK,RDU,T4,narrow,09:00,540,535.0,21.0,556.0,-5.0,427.0,08:55
2024-06-03,F0146,B6,1525,N593JB,DEP,JFK,TPA,T5,narrow,09:00,540,538.0,21.0,559.0,-2.0,1005.0,08:58
2024-06-03,F0147,AA,2646,N339TP,DEP,JFK,PHX,T8,narrow,09:00,540,537.0,24.0,561.0,-3.0,2153.0,08:57
2024-06-03,F0148,B6,1402,N637JB,ARR,FLL,JFK,T5,narrow,09:00,540,538.0,9.0,529.0,-2.0,1069.0,
2024-06-03,F0149,AS,35,N964AK,DEP,JFK,SAN,T7,narrow,09:00,540,603.0,23.0,626.0,63.0,2446.0,10:03
2024-06-03,F0150,B6,75,N3062J,DEP,JFK,MSY,T5,narrow,09:00,540,529.0,18.0,547.0,-11.0,1182.0,08:49
2024-06-03,F0151,DL,467,N707TW,DEP,JFK,SFO,T4,narrow,09:00,540,530.0,33.0,563.0,-10.0,2586.0,08:50
2024-06-03,F0152,9E,5460,N349PQ,ARR,DTW,JFK,T4,narrow,09:00,540,841.0,4.0,837.0,301.0,509.0,
2024-06-03,F0153,B6,538,N763JB,ARR,BQN,JFK,T5,narrow,09:00,540,518.0,9.0,509.0,-22.0,1576.0,
2024-06-03,F0154,DL,685,N178DN,DEP,JFK,LAX,T4,narrow,09:00,540,537.0,18.0,555.0,-3.0,2475.0,08:57
2024-06-03,F0155,AA,1,N109NN,DEP,JFK,LAX,T8,narrow,09:00,540,531.0,13.0,544.0,-9.0,2475.0,08:51
2024-06-03,F0156,B6,1311,N974JT,DEP,JFK,LAS,T5,narrow,09:02,542,537.0,15.0,552.0,-5.0,2248.0,08:57
2024-06-03,F0157,AA,976,N103NN,DEP,JFK,SNA,T8,narrow,09:02,542,534.0,23.0,557.0,-8.0,2454.0,08:54
2024-06-03,F0158,9E,5059,N930XJ,ARR,CHS,JFK,T4,narrow,09:03,543,531.0,4.0,527.0,-12.0,636.0,
2024-06-03,F0159,9E,5188,N906XJ,ARR,PIT,JFK,T4,narrow,09:07,547,543.0,10.0,533.0,-4.0,340.0,
2024-06-03,F0160,9E,5027,N307PQ,ARR,IND,JFK,T4,narrow,09:09,549,544.0,7.0,537.0,-5.0,665.0,
2024-06-03,F0161,B6,1602,N3118J,DEP,JFK,BUF,T5,narrow,09:15,555,550.0,15.0,565.0,-5.0,301.0,09:10
2024-06-03,F0162,DL,409,N921DU,ARR,ATL,JFK,T4,narrow,09:23,563,560.0,7.0,553.0,-3.0,760.0,
2024-06-03,F0163,9E,4983,N676CA,ARR,JAX,JFK,T4,narrow,09:23,563,563.0,7.0,556.0,0.0,828.0,
2024-06-03,F0164,YX,5716,N218JQ,DEP,JFK,BOS,T8,narrow,09:25,565,563.0,12.0,575.0,-2.0,187.0,09:23
2024-06-03,F0165,DL,268,N198DN,DEP,JFK,HNL,T4,narrow,09:25,565,565.0,29.0,594.0,0.0,4983.0,09:25
2024-06-03,F0166,YX,4300,N131HQ,DEP,JFK,CLE,T8,narrow,09:29,569,561.0,21.0,582.0,-8.0,425.0,09:21
2024-06-03,F0167,DL,539,N37700,DEP,JFK,SAT,T4,narrow,09:29,569,560.0,12.0,572.0,-9.0,1587.0,09:20
2024-06-03,F0168,YX,4283,N408YX,ARR,BOS,JFK,T8,narrow,09:29,569,552.0,8.0,544.0,-17.0,187.0,
2024-06-03,F0169,AS,21,N968AK,DEP,JFK,SEA,T7,narrow,09:30,570,564.0,28.0,592.0,-6.0,2422.0,09:24
2024-06-03,F0170,AS,33,N972AK,DEP,JFK,SFO,T7,narrow,09:30,570,612.0,41.0,653.0,42.0,2586.0,10:12
2024-06-03,F0171,B6,746,N587JB,ARR,PSE,JFK,T5,narrow,09:30,570,548.0,16.0,532.0,-22.0,1617.0,
2024-06-03,F0172,B6,163,N3169J,DEP,JFK,SRQ,T5,narrow,09:30,570,570.0,20.0,590.0,0.0,1041.0,09:30
2024-06-03,F0173,B6,1501,N706JB,DEP,JFK,FLL,T5,narrow,09:30,570,575.0,22.0,597.0,5.0,1069.0,09:35
2024-06-03,F0174,B6,583,N508JL,DEP,JFK,MCO,T5,narrow,09:30,570,575.0,23.0,598.0,5.0,944.0,09:35
2024-06-03,F0175,B6,226,N615JB,ARR,TPA,JFK,T5,narrow,09:39,579,569.0,9.0,560.0,-10.0,1005.0,
2024-06-03,F0176,B6,679,N3189J,DEP,JFK,MKE,T5,narrow,09:45,585,583.0,21.0,604.0,-2.0,745.0,09:43
2024-06-03,F0177,9E,5013,N903XJ,DEP,JFK,IND,T4,narrow,09:50,590,601.0,27.0,628.0,11.0,665.0,10:01
2024-06-03,F0178,B6,523,N962JT,DEP,JFK,LAX,T5,narrow,09:50,590,615.0,19.0,634.0,25.0,2475.0,10:15
2024-06-03,F0179,9E,5218,N349PQ,DEP,JFK,DCA,T4,narrow,09:50,590,881.0,45.0,926.0,291.0,213.0,14:41
2024-06-03,F0180,YX,5622,N227JQ,DEP,JFK,CMH,T8,narrow,09:50,590,582.0,18.0,600.0,-8.0,483.0,09:42
2024-06-03,F0181,B6,1497,N625JB,DEP,JFK,DEN,T5,narrow,09:52,592,585.0,26.0,611.0,-7.0,1626.0,09:45
2024-06-03,F0182,DL,812,N347DN,DEP,JFK,MCO,T4,narrow,09:54,594,590.0,16.0,606.0,-4.0,944.0,09:50
2024-06-03,F0183,B6,2903,N637JB,DEP,JFK,SJU,T5,narrow,09:55,595,594.0,21.0,615.0,-1.0,1598.0,09:54
2024-06-03,F0184,9E,5004,N329PQ,ARR,SAV,JFK,T4,narrow,09:56,596,583.0,8.0,575.0,-13.0,718.0,
2024-06-03,F0185,YX,4315,N102HQ,DEP,JFK,CMH,T8,narrow,09:59,599,587.0,22.0,609.0,-12.0,483.0,09:47
2024-06-03,F0186,9E,5205,N307PQ,DEP,JFK,PIT,T4,narrow,09:59,599,594.0,30.0,624.0,-5.0,340.0,09:54
2024-06-03,F0187,9E,5385,N906XJ,DEP,JFK,ORF,T4,narrow,09:59,599,593.0,34.0,627.0,-6.0,290.0,09:53
2024-06-03,F0188,9E,5098,N930XJ,DEP,JFK,ROC,T4,narrow,09:59,599,602.0,27.0,629.0,3.0,264.0,10:02
2024-06-03,F0189,AA,380,N306SP,ARR,CLT,JFK,T8,narrow,09:59,599,602.0,9.0,593.0,3.0,541.0,
2024-06-03,F0190,HA,51,N392HA,DEP,JFK,HNL,T5,narrow,10:00,600,652.0,27.0,679.0,52.0,4983.0,10:52
2024-06-03,F0191,AA,381,N314RH,ARR,MIA,JFK,T8,narrow,10:00,600,585.0,8.0,577.0,-15.0,1089.0,
2024-06-03,F0192,DL,1567,N305DN,ARR,MIA,JFK,T4,narrow,10:00,600,592.0,4.0,588.0,-8.0,1089.0,
2024-06-03,F0193,DL,1552,N121DZ,ARR,FLL,JFK,T4,narrow,10:04,604,586.0,4.0,582.0,-18.0,1069.0,
2024-06-03,F0194,9E,5034,N676CA,DEP,JFK,BTV,T4,narrow,10:13,613,608.0,22.0,630.0,-5.0,266.0,10:08
2024-06-03,F0195,YX,4360,N134HQ,ARR,ORF,JFK,T8,narrow,10:19,619,609.0,12.0,597.0,-10.0,290.0,
